sep=,
ID;UserID;timestamp;isVisible;version;changesetID;members;tags
R536039;7551865;2018-04-10T21:20:42Z;true;163;57985616;"[W53187196=null,W53187138=The Golden Trail,W53186851=null,W41665593=null,W41665592=null,W41665591=null,W53187250=null,W47219893=null,W327896312=null,W327896311=null,W47219891=null,W47220768=null,W191303796=null,W47219879=null,W47280955=null,W53352370=null,W338282054=null,W338281984=null,W19006318=null,W220291040=null,W296696023=null,W296696022=null,W158620677=null,W218845150=null,W218848901=null,W158620671=null,W158620670=null,W158620669=null,W555413128=null,W555413129=null,W356295539=null,W218849028=null,W219055007=null,W219009059=null,W285898772=null,W219055006=null,W46811725=null,W45172319=null,W46805890=null,W46805889=null,W45171167=null,W45171164=null,W45171160=null,W45167620=null,W528380107=null,W46801341=null,W528380109=null,W528380110=null,W36984958=null,W46801339=null,W27508115=null,W24926113=null,W390192261=null,W221802198=null,W221802194=null,W172151022=null,W148678098=null,W53545744=null,W53545711=null,W53545710=null,W53545687=null,W53545674=null,W53545633=null,W53545616=null,W53545615=null,W53601325=null,W53601543=null,W53601830=null,W371813470=null,W371813471=null,W338282771=null,W338282751=null,W53601981=null,W53672089=null,W53672239=null,W53672522=null,W53717738=null,W222405068=null,W222405067=null,W47220779=null,W53720816=null,W53720817=null,W53720824=null,W53720825=null,W53720832=null,W72631114=null,W72631113=null,W222584745=null,W218865771=null,W218865773=null,W220291041=null,W218865772=null,W218865781=null,W218838323=null,W318331390=null,W26770548=null,W30146617=null,W218865778=null,W26770573=null,W26770432=null,W232998749=null,W578649701=null,W389445186=null,W232998745=null,W232998751=null,W578649855=null,W389445189=null,W53720881=null,W29443463=null,W219055864=null,W219008083=null,W53720884=null,W53720886=null,W53720920=null,W53720926=null,W355423888=null,W27506229=null,W27506230=null,W219047672=null,W27506060=null,W34585279=null,W30265308=null,W219072679=null,W24887921=null,W28841473=null,W485241251=null,W485241252=null,W28921344=null,W528301598=null,W528301605=null,W528301604=null,W11032049=null,W569113014=null,W569113013=null,W26826416=null,W485241254=null,W485241253=null,W308577369=null,W528301603=null,W528301595=null,W308577368=null,W53720935=null,W355408039=null,W219048291=null,W201103988=null,W219077508=null,W574574431=null,W28968173=null,W53720961=null,W292249076=null,W292249075=null,W219077866=null,W219077643=null,W390192261=null,W29273094=null,W565718265=null,W565718271=null,W565718271=null,W565718265=null,W565718266=null,W565718275=null,W37555622=null,W196949351=null,W172364836=null,W53721161=null,W20290119=null,W487097267=null,W487097268=null,W20256101=null,W20256095=null,W36715414=null,W220397238=null,W399525427=null,W399525428=null,W46601654=null,W220397262=null,W53787368=null,W215188426=null,W325189862=null,W20246900=null,W215188428=null,W215188427=null,W215188429=null,W20246897=null,W215189158=null,W215189156=null,W215189157=null,W215189159=null,W215188431=null,W215188430=null,W20259531=null,W215189154=null,W215189155=null,W20259529=null,W215189593=null,W215189592=null,W19006298=null,W19006301=null,W18999279=null,W444080025=null,W216458226=null,W218838194=null,W444080021=null,W216458206=null,W28840639=null,W28840644=null,W28825541=null,W169204672=null,W28825540=null,W226244187=null,W226244186=null,W29273296=null,W47220767=null,W222405126=null,W222405125=null,W47280948=null,W26771139=null,W222584743=null,W222584739=null,W53720853=null,W36984957=null,W444080024=null,W444080026=null,W565718272=forward,W565718278=forward,W565718548=forward]";"[note=It's very doubtful that this route will ever be developed. Even the website that used to exist (â€œgoldentrail.com.auâ€? or something) has gone. There is no signage, no literature, - just a couple of newspaper articles about what was going to happen. So it's,name=The Golden Trail,state=proposed,type=route]"
